,xi,yi,zi,xf,yf,zf,vxi,vyi,vzi,vxf,vyf,vzf
12,1.3390700723764806,6.6292184203094235,0.5,19.16554813498751,5.39104547087388,0.5,0.6418045268328725,-0.7586485825106457,0.0,-0.434170663182766,0.18656716990469135,0.0
13,1.151432416272861,5.7528417225655115,0.5,18.86631283901861,7.8787742764863165,0.5,-0.15461825288189268,-0.7202542995478745,0.0,0.2749349400155421,-0.9066273396613034,0.0
14,0.1447331485389416,4.690856083712119,0.5,19.980509433037696,3.0783003002041887,0.5,-0.3024450092003652,0.6412892550957578,0.0,0.7996773997920776,0.03025694671484902,0.0
15,0.3868726697847664,5.050956566052193,0.5,19.39632989915439,2.874239382898985,0.5,0.7249562482492025,-0.5044547142821203,0.0,-0.7074923543187182,-0.1139151577848374,0.0
16,0.0030203455603416973,7.254885513676207,0.5,19.077660226938143,9.020392484121457,0.5,0.8806183168746899,0.31353717004381254,0.0,0.4976987674776503,0.09434463095050405,0.0
17,1.5431818793966612,1.8551120405776325,0.5,18.533748150143005,5.7854387878342095,0.5,-0.8937319564904926,0.44473897257898654,0.0,-0.9698923898496765,-0.6209945529852339,0.0
18,1.0346417990134475,1.271687963777115,0.5,19.568215511367,2.596298226436191,0.5,0.39550612065653823,-0.9967346202566527,0.0,-0.46212672217207107,0.12246169168587273,0.0
19,1.1651768787663552,7.121711222515461,0.5,18.97410789378501,5.374304261578337,0.5,-0.3093405759653045,0.6673682301192918,0.0,-0.4762047225435253,-0.8040953532944535,0.0
20,1.8127423105229243,8.662603375139017,0.5,18.091633841632145,3.0347068702795705,0.5,-0.5109603839638148,0.4661839665371692,0.0,-0.010110107976512461,0.14407125305449964,0.0
21,0.8965344434273395,5.0895577202259865,0.5,19.88969272145298,7.497774061019777,0.5,0.6198328494542495,-0.8223965665099302,0.0,-0.18077275906441792,0.17529857508141222,0.0
22,1.7409514450649788,8.254670327938225,0.5,19.823401384397933,1.0151340586858766,0.5,-0.951051031590366,-0.35834649602477575,0.0,0.588284338274532,0.37326848490521525,0.0
23,0.2666703334426219,6.60989355261148,0.5,19.54522539388291,1.586503367355117,0.5,0.12746413472523632,0.7966134709777963,0.0,-0.30594778345855866,-0.920915168310614,0.0
24,1.2104797608037914,2.3391780729810296,0.5,19.88969624630039,4.955474596645507,0.5,-0.10306106235427004,0.25235666149818603,0.0,0.4734330458025213,0.6051496564447341,0.0
25,0.8070035085516276,6.724272766395761,0.5,19.940528048304937,1.350140450473756,0.5,0.3582604885977314,0.9559694282663538,0.0,-0.43178557943263174,-0.7879457295798167,0.0
26,0.14221501496594469,3.2654866978147705,0.5,18.277454914680145,1.4946426614632309,0.5,0.6064729866038008,0.1560106581343923,0.0,-0.19982188869983086,-0.8775156393384185,0.0
27,1.647614483928176,9.056882430542512,0.5,18.37573682110677,3.734730745179879,0.5,-0.043403086881121045,-0.6741915431605692,0.0,-0.8164700740421633,0.4882205619378861,0.0
28,1.4131474704983489,8.61383189145312,0.5,19.901571344018787,6.695098172984483,0.5,-0.5907795078741302,0.9466479015683724,0.0,0.8360102678761243,0.1479817944184758,0.0
29,1.9553066455765582,4.523054425777534,0.5,18.292362889377735,9.744448056828988,0.5,0.5967576814655371,0.2493449899151048,0.0,0.8067913371816005,0.2524808662430622,0.0
30,1.986735351242291,1.6810044224291767,0.5,18.520020823234155,8.663942096586737,0.5,0.7913373497539813,0.13230712400315792,0.0,0.19509051078859252,0.679095898823201,0.0
31,0.4062846127510549,9.2994808860971,0.5,18.751038364863593,8.478399938866158,0.5,-0.1125512494363583,-0.9894487278828523,0.0,-0.09672462553164585,0.5741919785285623,0.0
32,1.1617725864454589,5.854478931671782,0.5,19.78725499339783,9.847192385628302,0.5,0.5504473290013709,-0.1671491035872117,0.0,0.07031031571243762,0.6204454290941661,0.0
33,0.9755589577199182,9.000524883438182,0.5,18.494927775376,4.218962701914283,0.5,-0.5538698441083547,-0.6850533504643779,0.0,0.8359870297415835,-0.728162113603817,0.0
34,1.2232867850497706,3.0232038829138235,0.5,18.032842517341575,4.1446572774591885,0.5,-0.5372853678815657,0.6324154308232532,0.0,-0.8189160797189867,-0.5516332278131548,0.0
35,1.3685046128061613,9.959414839628435,0.5,19.868722406559844,1.9216925169772596,0.5,-0.16309379691373316,0.5419012151459277,0.0,-0.34097494544342566,0.2658371547160785,0.0
36,0.7890397633704223,7.052836440787992,0.5,18.48864331121783,8.569814918743843,0.5,0.24665837279155167,-0.959308404451291,0.0,0.4303152484899726,-0.24169594199480127,0.0
37,0.245074026350381,4.088640083337395,0.5,18.34880109011279,6.290284210169452,0.5,0.42213162616321664,0.04668622453136195,0.0,0.0778608606378619,0.6387271018734446,0.0
38,1.0364201397324164,5.952997621239913,0.5,18.459121717937215,9.095243219541533,0.5,0.27372547373411416,-0.04013647088047656,0.0,0.5089302796825037,0.4019965787844897,0.0
39,0.10740834012821177,9.126487446196473,0.5,18.40924566239437,2.8223128819250456,0.5,-0.001025158615802102,0.222047850131335,0.0,0.9831006818803119,-0.4102522067720771,0.0
40,1.0828413757869815,5.113941603677011,0.5,19.168638589574385,5.434447406045046,0.5,0.7943078546166167,-0.43043723379413823,0.0,-0.29515810004616405,-0.27336834622971695,0.0
41,0.19066980095674735,3.7093281593049343,0.5,19.887313131323697,5.166928279437125,0.5,0.2100994942245371,-0.7581143962477255,0.0,-0.1701492160857656,-0.9920972909325714,0.0
42,0.03365001174481419,9.656439449338318,0.5,19.78313798353133,1.6678157630798807,0.5,-0.5320281842396186,-0.6483217711861502,0.0,0.7864917499173643,0.3461461946032327,0.0
43,0.35742870915550085,6.429220092769917,0.5,18.85604135710285,3.9423085794989423,0.5,-0.9298910873035859,0.48720084976991584,0.0,0.8838554228599138,-0.4202119458140541,0.0
44,0.4576578113541656,1.7909767549838134,0.5,18.849147950460367,9.701254276740766,0.5,0.5374109259357198,0.44463311259493055,0.0,0.6253257355551729,0.0382007062759373,0.0
45,1.4911192523670056,5.653326089120114,0.5,18.759250464801138,2.9946393206136666,0.5,-0.6199193120333897,0.7268326363846964,0.0,0.024940280013238336,0.513958044347026,0.0
46,0.51105500042122,6.622491006375081,0.5,19.11058814094339,2.105943342884067,0.5,0.5801569049211166,-0.3103671844170053,0.0,0.5027141054585325,-0.4613839466760694,0.0
47,1.5748027167467482,9.189162435787553,0.5,19.17315336048949,3.8313824894203057,0.5,-0.5155441712450199,-0.4691367807910918,0.0,-0.7567718741559595,0.592506122418911,0.0
48,1.5631165922348742,6.056434478498543,0.5,19.965487158505052,2.0617359427389093,0.5,0.17984041312292165,0.8315921196675444,0.0,0.847060496749148,-0.6526716146162506,0.0
49,0.7050397126898136,2.9258885211979733,0.5,19.696864073757425,7.666196327209788,0.5,0.851272037489812,-0.07760948596010597,0.0,-0.11345799528617406,0.9072426141753525,0.0
